10000 50000
5027 2805 892
6150 6832 894
2560 6150 428
6895 7579 978
8069 4239 495
7686 9549 100
1191 8853 944
6185 4694 224
4124 8510 73
2690 3353 928
3658 4266 216
3995 1926 25
1560 7629 153
2285 3759 236
281 2804 790
299 6264 597
5328 2313 30
6948 6277 11
606 2020 250
1067 6791 98
3883 1584 871
4239 9187 504
9867 6070 43
5379 2234 119
3209 9355 866
6331 643 713
2018 9569 877
2433 715 872
5016 2376 369
8438 8891 461
1382 8113 77
3870 4872 876
1444 8781 474
5964 7128 795
1585 2723 596
1298 8384 229
3198 8361 846
4225 6444 68
613 6483 945
9515 5799 383
224 4284 420
4736 6665 939
8167 3554 282
2361 4954 44
6304 3530 591
9139 6222 43
6633 8059 500
1900 7434 231
8836 2987 542
3523 7025 41
5079 8263 753
2129 6163 87
7941 1718 91
9921 5022 244
9733 3998 466
8090 6236 373
2951 958 631
3269 6703 65
71 449 885
1421 2533 393
855 8348 995
2758 3933 675
9617 9174 145
3215 5116 825
9239 9662 914
330 6919 754
2801 2706 904
9409 3840 122
599 8368 878
9712 912 530
1530 9773 445
1371 4858 212
7013 4138 936
1052 8158 982
242 6385 766
4936 8121 504
5606 650 468
9922 224 622
8174 308 619
1634 7501 660
9333 402 765
5302 8672 359
5116 312 800
2591 4327 738
9500 6884 837
1459 5530 385
1890 7264 880
7147 415 5
7313 3516 760
7097 908 534
2262 2133 979
518 150 670
3826 5871 49
9643 8591 569
1374 7064 98
6560 7869 869
9412 1490 973
6777 3733 228
2489 1211 128
4244 9478 882
9178 7212 8
6475 3315 821
9277 3451 603
5779 5002 597
3937 6000 644
446 4288 267
8834 480 84
3122 2874 796
6564 1653 833
7763 9887 581
4351 9175 851
4197 6954 997
6524 8952 258
5878 107 499
6917 7534 487
4044 459 260
6280 8500 133
4588 4241 153
9 4961 877
9726 1657 927
830 5231 925
4607 7458 24
6614 4052 47
6710 3349 999
1313 5224 339
7550 2073 254
8050 2162 687
9835 5460 296
372 8079 779
3264 1657 64
5072 165 685
2131 6423 932
2701 7541 635
9192 3116 55
326 981 373
4761 4108 12
622 1109 633
7695 5304 160
2112 3142 988
3325 9030 584
3456 6131 950
3677 2274 71
1285 252 157
5677 9961 473
7522 4643 878
8650 2312 926
1433 2721 783
7554 4873 828
4257 7676 218
5700 2090 546
7827 2155 538
1629 6067 705
9912 7613 400
1328 4345 134
3136 2455 777
5827 9211 644
5562 848 352
54 6531 924
9416 809 154
358 4968 515
3469 3790 219
7559 7501 344
6959 4920 397
4405 8638 968
4890 1699 72
433 9955 886
5679 1796 962
8966 971 48
5795 1251 591
6310 4172 494
4692 7867 710
8034 3700 37
2660 3371 834
1033 9089 94
1320 6172 823
161 5441 672
9613 8492 152
7450 1761 264
528 3786 598
263 7942 123
3199 5221 244
3539 1885 181
7448 5413 429
1119 660 493
1142 2720 750
1523 585 930
3819 1477 106
9782 416 678
1542 8575 793
315 453 81
9766 3623 994
5146 4386 53
6393 1831 621
3398 4632 770
6541 5948 193
4019 2913 191
3255 3421 614
5117 5343 51
3005 6831 370
5970 1901 186
3896 4288 269
1307 5958 29
7637 2199 586
4745 2365 58
3271 9590 877
1086 6677 656
9007 2766 90
362 8762 835
9191 2059 137
5919 412 369
820 5456 718
2628 2876 95
1130 3334 652
9202 2146 146
5503 5575 447
3387 9973 562
1279 1454 450
8193 3450 330
7104 5910 72
9958 5243 68
8013 2237 349
9381 8039 542
1764 7187 263
910 921 94
4238 7650 75
3254 211 279
3123 538 714
1701 8872 1000
1870 6140 6
6053 8202 597
1739 8527 853
5812 6890 257
5700 8629 20
9207 2909 149
3995 4339 593
2569 3336 519
944 5165 528
1908 3252 78
5123 7370 527
1456 1742 785
54 5752 721
8128 5091 953
8138 3116 333
8417 5715 131
9867 6681 794
4440 2193 144
2528 3914 513
7786 9453 305
653 9728 730
5841 4004 487
5110 1826 356
2125 9269 358
1991 1521 157
6189 2593 899
907 6822 505
1292 6534 871
2278 8311 34
8334 1348 431
761 3865 470
5955 1740 67
7526 5752 512
1168 7627 118
6911 8059 691
5462 9611 981
2161 458 795
9729 2136 469
6031 7606 649
8396 526 565
9593 165 611
2227 2743 759
4347 6057 724
2779 8178 234
6180 522 159
5189 9804 727
6461 4500 509
9174 867 188
6712 6852 470
590 2594 193
821 8741 265
3364 2069 1
839 9533 494
475 4335 481
4710 4258 46
9825 6437 293
1517 6884 801
6490 4828 55
2755 4887 824
8554 1329 39
424 8653 21
1351 20 250
9958 1761 615
6901 6805 800
3575 4009 3
5206 4586 980
4689 8107 956
510 1256 663
1638 2038 611
9633 705 302
2457 4904 779
9656 2375 307
4153 8825 237
8660 8182 109
1424 9170 995
3363 5553 479
648 2330 771
1415 7889 28
2818 8002 484
9754 7267 124
5530 6833 998
4107 253 547
2115 4336 673
6096 8932 746
6981 3407 639
4071 7556 552
9224 5053 639
7148 6292 120
3957 1871 312
9460 2862 228
4003 1406 812
2961 5697 838
3227 4061 922
9288 5387 224
434 9643 940
6898 7722 344
1625 3431 640
6335 4687 400
5770 7319 976
7317 3928 493
9899 1714 83
1648 5007 816
8432 7026 416
9862 1226 129
3352 5072 663
4638 10 918
3929 253 979
3632 6097 239
2250 8752 479
2621 8169 656
9620 6061 140
1095 4987 370
8442 2070 77
9335 9482 79
1605 6484 192
8888 8675 828
7167 7196 965
110 2265 867
8419 1179 269
1492 2905 591
6633 8024 242
1092 2224 712
5875 8979 621
8937 943 164
2649 5999 689
6793 1474 928
5590 5277 180
9923 8212 114
4308 2393 30
2308 3715 138
9218 3080 871
8099 1716 18
9048 2839 660
5 4154 947
8333 2651 398
3070 3952 383
1406 2529 129
7017 3305 452
7807 7123 803
9241 2954 282
6113 2372 32
8895 6028 339
6793 1774 764
1907 4164 558
1358 4939 457
202 4769 205
6688 2472 69
8802 842 352
1357 61 335
807 3623 291
4047 4725 714
802 4253 891
3423 8279 57
8033 315 812
733 639 892
2298 4818 962
2521 3707 339
1090 2255 708
6346 4322 409
4960 4826 727
5280 8968 230
1532 2092 730
1392 2581 249
4768 692 435
6902 4843 853
2136 6586 487
1288 43 975
1112 1328 926
6323 6213 626
6702 557 821
3530 3563 157
7239 6789 801
7543 4622 17
6293 2338 197
713 8892 284
6983 534 289
5680 1978 35
4061 2474 349
6527 2788 578
5367 9728 773
6920 8938 446
7114 583 617
4309 5666 924
1869 2840 547
6465 2502 202
9283 1941 912
5462 3689 55
4092 2595 368
6851 5273 792
9836 5500 530
4534 7551 642
7073 6949 302
1989 6460 511
6464 2115 560
2557 7911 511
1699 7838 762
5915 7703 311
8049 3463 691
4568 2587 266
7436 8659 581
7135 3604 290
8020 1660 681
5473 7629 984
4370 6410 570
6483 4710 848
9608 1763 581
8670 2447 268
8890 2664 970
9367 2186 922
2311 3598 318
8648 4960 14
2271 3310 204
8630 6843 825
7024 4815 562
6621 3562 725
6495 2305 983
1686 251 40
8963 9320 940
857 1401 567
9526 7689 100
4287 6560 727
4958 2767 827
3968 8094 535
1870 2333 463
7371 4029 594
8518 6257 787
272 964 847
4662 4893 902
416 4706 210
5417 5273 513
2965 1554 798
497 6848 213
6667 3574 778
7651 8384 234
9773 6114 716
4306 5376 256
3053 2387 773
5135 2759 237
8237 896 692
6278 9187 441
8634 5954 982
4240 2083 394
643 2485 929
2898 8779 875
5904 7335 369
6192 1785 9
2078 5862 348
9790 3584 664
6037 784 217
3544 6539 135
5004 1320 141
737 8269 232
885 1209 961
7120 3874 958
4915 6966 384
8270 8793 338
923 3299 182
392 1628 116
9394 2374 475
9119 4503 647
2141 2454 861
6183 5224 295
4952 568 509
2064 2400 116
5997 227 890
7396 2672 526
6469 9008 881
7647 6463 872
6478 6254 641
7907 6502 371
7904 581 940
8337 7102 582
7955 3371 761
2561 978 239
5705 7594 667
2024 5312 604
2799 56 501
82 3516 301
2065 5132 897
179 3214 557
1960 1979 293
7386 629 819
1591 4189 47
1253 1718 491
7341 4476 141
8490 2427 909
4085 7536 893
2971 6977 256
395 8357 428
5438 5517 99
1450 5973 329
4695 9605 142
235 8089 873
1028 5852 78
8217 8374 974
4449 1883 396
1694 9058 713
8638 8339 847
5666 6114 959
1920 8897 324
6156 9919 900
1690 3496 584
8143 1896 268
7573 706 242
1129 1453 249
1265 740 990
2626 4024 828
6888 8532 327
777 6884 550
7359 7519 941
574 6295 188
9398 3331 830
1222 6948 277
9970 496 550
1603 560 47
5370 9101 421
8992 6625 212
4437 7524 430
5710 8291 638
1515 367 816
4564 9149 700
4894 1549 64
9729 5399 443
6246 8510 114
1248 2068 221
4903 2413 830
9663 8834 177
8812 232 589
2423 9724 248
3417 9379 331
4763 429 990
1582 8347 99
6128 302 293
4526 9734 171
338 8657 108
4264 8198 236
1908 6911 422
536 9232 166
7493 7014 804
1659 512 634
8712 4084 140
958 2332 594
1884 2156 140
2495 6135 691
8311 2965 696
359 9683 273
7160 1418 691
472 698 223
8580 4000 485
137 7588 130
9400 2839 139
9991 808 122
3231 849 813
6818 6291 883
8654 7494 567
7251 4282 483
3606 2623 178
3192 3955 214
2643 935 742
1321 9679 501
2334 9881 710
8894 4423 427
5065 3691 806
8017 2472 573
7842 5938 164
423 4998 358
8927 7031 532
4770 9539 653
6140 619 473
4607 8957 529
4763 7772 11
4665 2540 703
114 2928 958
2551 4746 156
6723 7877 315
2293 2192 549
7043 6997 992
8273 9142 403
3213 2018 789
1942 1540 984
6258 3488 873
1196 995 81
5048 7140 21
2262 4679 247
7218 2794 568
2690 3718 507
2715 7834 247
888 1971 450
371 4066 919
1087 6087 56
9724 6010 933
4223 825 446
1069 273 532
1811 6743 590
5171 1907 959
2305 2606 243
155 2069 459
9356 97 63
961 5538 484
1533 3057 852
2393 7607 41
1133 9829 453
1724 9010 353
3930 5119 598
369 767 828
9779 3649 147
9500 969 681
4930 6601 315
1186 4635 818
5784 4465 974
4779 3584 940
3789 7572 841
1283 5291 584
264 8217 51
3465 7811 82
1042 2257 998
5607 4015 212
804 9680 666
9229 3497 50
7259 303 638
321 6788 381
9749 7135 874
5459 517 190
3079 7102 704
4826 5180 129
9571 4251 894
6514 7053 562
2454 7605 956
1025 8317 720
1109 4096 367
1006 586 853
9232 5447 857
259 908 983
122 9167 555
1262 2177 831
7174 7969 197
571 9963 640
4552 5113 551
6607 9601 612
2620 5592 406
9372 2240 48
7317 8652 560
9705 1613 768
5253 3953 584
1389 151 193
420 2446 431
7440 8283 995
4049 8353 455
4037 7706 442
114 4664 166
1118 5837 336
6165 7222 791
5799 3422 635
3537 9221 581
8080 1567 57
8458 2005 289
6367 9202 830
6387 2267 649
6126 5378 749
7863 7238 216
8590 2083 19
5898 9849 46
79 936 165
4162 5166 268
5890 6642 603
6703 3394 299
796 224 627
740 28 574
5386 1722 111
4753 4538 279
883 1523 893
2588 8230 741
7418 2028 538
5183 2111 283
1440 336 385
4198 596 895
7882 9357 109
7321 3434 615
6216 2644 377
5084 8909 435
6403 6753 938
1923 9334 128
4134 6637 952
4334 7121 238
2093 985 818
3851 1023 321
5034 321 22
2541 7399 491
5635 7706 715
9901 6287 784
3870 6329 913
398 7721 576
1160 1311 333
5444 1238 268
5643 467 286
396 7341 350
3695 8929 420
2819 1880 693
4412 4839 255
6205 3909 384
7957 7797 796
2531 8348 404
9921 9609 948
6442 3642 440
3234 5911 56
6815 9890 805
1799 7185 999
952 1092 806
2240 277 803
1518 6421 849
8247 103 946
1259 7165 953
4859 973 827
9888 8994 215
4092 1954 540
2653 6375 426
1898 5963 898
3596 1175 397
5753 1361 445
2523 2444 333
7438 4685 311
7336 911 3
2443 6394 239
1617 21 779
6153 25 165
8506 397 433
9914 947 326
2550 1629 174
6336 6049 939
9374 5864 289
5191 6447 249
9305 4215 868
4996 3252 845
6008 8455 694
2225 7387 305
2493 6556 895
7453 8264 888
1996 1677 870
1591 2168 770
5539 5482 931
6121 3590 348
6139 3207 382
1205 6683 600
230 1962 65
5348 1574 685
5552 3588 101
5177 2115 995
8940 7810 227
9784 9228 210
8875 7636 507
6118 1625 863
4443 4667 808
6535 6595 595
1036 916 786
140 2494 165
4473 1555 385
1159 2792 156
1508 488 332
6022 3729 199
8552 517 780
270 441 343
8552 6762 718
2884 6975 403
5472 7527 921
8927 3695 474
2039 563 845
5513 5200 973
3439 7302 3
4500 4856 237
5630 1801 1000
3832 190 650
6606 8558 544
283 7753 183
7512 1080 318
1979 1832 106
2965 4972 564
4838 532 609
5579 468 840
4405 648 773
3473 3463 793
4958 1126 387
7296 9389 345
5689 401 914
6580 4428 411
7016 1284 526
8466 5716 460
8090 1356 925
8845 6186 843
8412 4725 242
682 8462 222
1845 8052 295
5177 7630 177
5746 7010 801
5962 7862 390
1772 4319 531
1530 1344 559
4046 8045 36
1752 6937 481
9492 1280 526
9750 733 91
2589 1152 285
7741 4764 562
7761 5962 151
802 3255 268
8432 4535 509
702 3888 528
1137 4583 407
8207 3466 976
1321 143 303
8985 1626 497
8855 5353 587
7925 7360 701
6804 6383 660
739 908 464
1545 7631 416
1599 4920 910
8456 1831 281
2209 2136 667
7484 140 774
9847 9763 952
2015 1480 958
5461 2295 983
3407 5508 880
1442 3888 876
5730 2052 929
9563 9861 791
4502 648 243
6766 5144 151
2057 2999 411
9476 9791 153
312 1747 254
9675 8380 831
8193 9542 665
3474 9712 163
9291 2933 505
631 5565 616
3375 1782 197
5044 968 742
3998 1855 89
3550 4781 800
3813 702 294
7139 9230 680
1207 7231 403
6432 1669 646
9346 4737 862
4285 456 416
8911 7309 591
4404 2167 505
1455 9942 947
9970 6105 285
5115 5815 687
8445 1813 400
1784 329 673
9548 8219 727
9789 5578 321
2444 5810 429
2520 1559 790
9668 861 186
1019 9633 402
7398 7623 183
9304 6870 78
9346 7902 343
6110 2306 315
3078 6297 24
8809 9346 992
324 427 796
8861 518 504
6597 4090 683
864 9583 880
5842 8214 382
2331 2920 607
7128 4620 801
9586 2202 487
4832 1784 613
6975 1553 982
1754 8846 909
4017 9234 889
4517 89 609
3298 9619 769
5979 2256 437
405 2551 365
4571 9261 579
607 5780 506
840 3849 995
1103 8016 122
2616 3490 726
8215 2860 930
6589 2748 821
3898 1219 200
1707 8071 918
5170 2610 895
1032 6695 265
4003 7439 886
3162 6607 457
3165 3780 511
4830 3372 45
188 6814 330
6443 5335 693
5280 9637 428
595 483 685
2987 2409 326
9905 7012 337
8815 4938 361
2085 8752 253
9704 7723 537
3673 3504 992
7268 5095 108
7418 2258 656
1351 3466 236
2292 7351 218
8363 1559 756
619 2412 681
723 5219 591
8422 5118 821
1951 8939 22
160 3831 130
1836 2901 338
5840 9156 179
5124 1541 195
5597 6887 539
1442 879 657
9002 7179 645
2564 6260 404
3277 3949 125
82 6877 978
9765 1192 600
814 4881 48
3117 6862 238
7409 7888 193
6800 3034 398
7419 9946 654
8683 1779 262
7544 2510 134
8 2536 887
9187 4654 623
3183 3009 859
3487 3881 549
388 479 896
497 3370 822
42 4489 178
365 2643 999
4433 3578 508
9746 8019 930
3166 9922 950
6079 1506 128
7354 1826 594
4436 1237 819
3693 1702 852
2183 3887 953
1900 4521 983
1708 922 172
1734 3243 343
4983 7317 102
7225 7442 29
2713 7694 328
5596 5732 842
574 2359 867
9498 6275 35
3768 9441 544
2201 4087 684
5506 9906 307
4250 3998 70
2519 2606 740
9379 5296 335
1439 9908 969
8735 988 8
1790 6699 305
5725 4358 131
4048 3148 843
2363 3435 878
8971 5089 954
1472 2876 880
875 8675 571
6500 3898 744
2302 9006 842
1770 2139 691
3938 8059 928
4016 2179 796
8949 6280 273
8423 1087 26
520 4887 430
2212 9913 195
73 3733 629
5038 5200 194
8145 9771 234
7167 1058 583
9656 2760 163
4687 2065 616
5917 7140 128
3137 1959 956
4260 877 486
4123 7966 430
8838 2666 384
2305 6105 574
2348 4744 576
8132 6498 247
4520 708 94
6335 9591 603
8025 826 495
22 9831 550
5521 3227 954
3798 510 642
9533 8772 594
7717 2899 756
1178 7860 712
2789 8927 812
2872 6881 452
7896 4783 88
21 2296 929
1711 1912 97
9211 7487 16
2725 7593 707
9863 4197 833
1393 9452 796
1536 9517 206
7166 3436 91
5576 3337 426
4740 2101 131
3033 4346 893
8636 4959 303
1193 2253 170
1267 4907 249
5433 493 770
1467 1484 564
21 128 817
8525 4645 927
5345 528 304
4550 8370 695
2971 1558 838
7327 3824 737
7436 1906 153
5235 3758 331
299 448 98
9547 14 596
4621 6140 388
4481 7557 685
5904 7036 13
1869 3074 832
6439 1891 360
8016 3637 829
1070 3023 744
559 5865 786
4541 4239 704
208 509 999
636 9585 523
6634 2746 469
4940 171 719
2014 4234 234
179 3881 273
8208 7585 505
3622 8541 526
7997 100 808
1656 2042 1
439 7273 500
7952 7479 236
8433 5992 142
2695 5950 982
1127 9545 382
1710 95 862
704 2040 262
1457 5185 665
7735 5729 939
1550 4395 415
3836 4368 426
4567 3601 13
6820 9365 532
9507 416 474
4395 3531 203
5399 8052 899
1043 1769 86
8276 6636 574
217 85 107
7622 3209 512
6873 3518 159
1556 7426 785
5873 6642 662
672 434 764
24 8732 53
7267 1013 88
5094 6704 327
5884 5890 581
3723 864 616
6724 168 326
4712 7928 458
1668 9699 228
405 7768 914
625 7845 292
1460 2907 957
8756 715 702
6215 5373 46
13 6780 673
7292 8923 348
5440 4863 566
2319 65 663
1112 6173 521
6073 7192 60
2763 1175 344
7944 3386 481
7832 792 243
7021 6716 895
9109 1603 857
3583 8701 12
1798 1605 742
365 8345 849
1238 1054 743
1012 63 56
775 1135 195
4413 3713 809
6905 6674 347
6225 6296 851
4717 6949 409
6926 8326 579
3179 3547 374
2558 8233 690
478 1092 118
5957 9796 933
5763 656 755
3494 7824 166
2547 1022 58
302 9245 72
3892 1934 17
6707 4105 30
8883 959 720
240 8580 777
8865 1638 901
7344 920 757
6081 1937 656
2737 587 424
3121 3050 190
368 7076 861
532 3501 182
3309 2225 768
3892 1699 512
4266 4119 747
7942 4100 152
4866 2694 183
6197 613 5
1224 4260 164
7247 6494 663
223 5890 671
9216 6007 665
335 6423 792
1011 5235 419
1341 1110 933
5270 7965 125
2801 627 261
6922 6375 980
4766 1808 265
8655 9192 856
2464 8201 623
5422 3259 526
3557 2085 752
7583 1280 185
6181 5125 293
8091 4512 245
2405 2554 958
7549 2639 631
2274 5102 767
7330 4270 642
6238 1284 678
2128 8801 932
3891 4541 558
4142 742 965
2212 1617 414
1243 122 16
2139 3757 355
1323 4851 268
6209 5783 814
1642 3944 243
6413 581 948
1620 600 707
6318 4860 368
9358 9450 710
4490 5586 804
8013 1013 28
8253 965 838
1926 4416 522
1498 856 642
9856 5355 249
4937 6515 375
1391 7364 632
1582 5147 812
6780 1458 328
7602 1339 763
2029 121 907
7796 2457 340
1931 2520 743
2499 7142 186
1946 5538 244
843 1515 699
6018 876 176
1222 6073 791
7295 7701 333
3433 2828 77
799 3451 127
8538 8437 545
2834 9201 656
3914 7145 828
238 4170 658
4658 3090 108
3903 4493 153
9532 5370 416
141 4820 104
3713 3223 69
9257 6867 305
6792 8512 439
9570 7317 486
5348 5565 941
1171 636 468
6979 1903 225
1449 568 822
3360 5686 303
5195 3308 22
3845 1470 423
9523 4877 40
2125 8056 916
1526 9521 106
8136 1997 451
3067 1566 270
2770 6783 341
7154 4087 899
8293 9015 954
1450 1812 363
8418 1810 930
9928 415 135
4571 857 697
2702 1301 388
2326 2677 762
2208 112 17
1648 2065 854
3271 256 66
9325 159 708
1403 2637 646
9724 2379 424
1891 3722 887
4817 2796 669
2715 362 338
1315 3720 177
1515 3995 519
3627 6486 930
2053 1288 316
8227 4160 178
9469 1588 81
7689 7536 903
4234 8472 24
6527 2698 606
1307 5124 575
1821 7812 680
7555 1935 916
7834 2586 986
9764 2507 138
4089 670 192
8444 9814 749
5831 250 860
450 5021 482
1866 6488 231
9586 7301 602
9696 4956 476
7652 5466 796
546 776 16
319 1807 818
5060 2863 512
7149 3661 413
4329 8135 987
5286 1216 82
182 4464 836
6013 3379 646
8966 7379 576
8171 886 834
9171 3524 729
591 1549 193
169 2600 461
181 2430 401
6579 9891 516
1747 1193 204
1437 6730 225
6246 9312 774
99 3687 441
9005 4461 19
8540 7318 569
3690 2284 921
8177 4934 617
4814 9398 683
1490 4443 161
2959 326 849
8937 4428 441
7985 799 452
6149 5395 639
6853 1183 376
9088 6093 852
3513 1396 423
1556 1158 612
5526 6550 540
910 6602 116
585 2825 953
2639 3761 595
3256 7230 807
4752 193 596
20 4134 231
2424 7219 623
7008 2704 577
4670 8491 200
1063 2837 746
2600 1146 695
1113 5348 508
4026 8768 264
8948 6431 157
3347 5452 900
4678 1131 937
9305 2014 170
400 4739 637
832 7815 598
1765 2417 690
5574 7162 791
2144 567 497
2467 189 955
8021 8240 88
6292 6246 649
6543 7331 299
6397 2186 528
6105 6279 846
8147 2644 507
9284 2203 597
8949 1465 509
8061 7148 566
9159 9674 368
1506 3005 655
9464 3847 147
1273 9071 306
2404 2775 959
1487 9531 745
8382 1781 993
9716 2321 254
9166 7444 622
874 8603 60
782 3892 527
2507 9955 101
9376 5103 294
7335 5852 630
3557 1261 145
2082 2547 313
394 7349 960
3565 5691 798
1634 1679 983
4634 2804 239
8783 9263 574
8514 310 732
1445 7516 467
5589 7788 882
847 1422 131
2294 2384 990
6584 5046 317
9974 963 622
7394 7625 431
1261 3574 438
2173 246 251
8332 2490 113
4038 3959 901
7057 5648 592
1626 8030 228
3553 362 126
1690 1752 190
823 7387 83
2497 4209 990
4190 3390 618
4442 3001 955
1649 9173 654
4500 3743 589
7505 8627 931
2093 617 254
8773 8442 638
1897 4773 598
3955 4414 997
45 6549 906
1948 6639 276
8890 1349 213
643 4685 31
4454 4171 732
3518 9964 29
9775 1410 411
9495 8210 550
4290 6701 161
3387 4382 132
5695 6062 619
2116 1613 760
9700 8692 696
5805 4397 787
1444 3576 502
8620 9240 924
8515 2360 274
829 6250 243
9261 1552 461
872 1656 185
4584 5150 937
9572 4253 935
4586 5166 38
8502 9042 484
2091 1569 855
2532 9997 456
242 9203 18
7509 668 126
1226 7204 336
2421 2992 453
7896 1981 718
4895 9205 454
7514 8567 337
9284 4789 793
1087 4865 511
4694 5158 515
8819 6696 186
6809 8528 818
203 1604 922
979 2058 708
9814 2620 9
8889 8566 975
6026 7387 556
7211 459 532
3057 6446 152
412 2296 346
65 1205 583
1379 142 880
7062 4343 281
2863 3732 727
1979 5253 438
2262 2129 923
7112 95 320
8269 2649 476
5855 6228 682
2596 1252 37
1368 5044 673
9114 7178 802
8880 3303 917
478 9541 335
3710 329 579
5808 4263 834
2474 861 382
9679 2704 211
9722 7841 437
7454 8008 404
8331 332 605
5485 6549 586
5996 9052 95
3646 7578 324
3471 9821 721
4225 731 341
3810 737 571
5382 830 174
5952 1237 751
963 4966 425
3346 7821 493
5409 6400 4
4878 2101 861
3706 5716 693
7352 2091 568
5183 3829 110
9306 37 719
7779 8957 461
1490 8357 307
6891 2136 906
2744 8188 817
1056 2539 292
6873 9114 618
7899 6405 668
758 212 430
2627 1175 886
1601 6705 33
9294 2982 871
1783 6908 288
4955 2934 629
628 2605 622
5857 5437 341
196 4222 423
1663 2579 357
5227 2561 237
4883 9123 492
6181 1459 111
2521 638 961
2478 870 209
3130 4961 25
1627 5427 332
2869 6757 375
1566 9931 657
8421 108 978
3041 1681 897
7337 2561 906
4096 1581 16
1796 165 559
4707 9639 673
5735 708 135
1212 1879 945
4405 8240 985
5855 3822 460
5874 5968 563
5334 7723 667
145 1253 670
7835 1393 901
3966 5658 322
2076 9378 592
3302 6917 139
598 995 19
316 9536 203
2928 6578 699
4806 5182 475
3411 7534 166
6740 3897 387
8104 7022 858
4208 9442 592
2931 1134 588
3795 8731 983
2451 1090 442
1614 8788 232
8049 3373 396
679 1618 303
2765 62 426
5439 4484 506
2483 7345 297
1417 7823 896
7975 5347 897
2087 7020 649
1566 627 331
3771 2877 264
8736 4476 523
6452 9692 729
2714 2353 514
1986 7915 63
8824 1376 185
9089 2114 832
2616 9447 179
7222 6 172
1894 8806 161
9393 7037 6
3393 1513 511
7224 9927 190
8055 2807 942
9364 9394 856
1408 5173 306
4180 6380 221
6873 8570 591
5374 783 386
4177 2679 696
6151 810 888
1864 6028 717
9530 3569 139
2459 8557 774
402 5027 41
3720 4608 664
2520 5937 550
6988 5708 95
6960 1956 102
1172 1414 715
1263 2723 598
9971 706 765
9477 657 849
7797 2910 409
431 7793 642
7779 2222 467
5129 8068 770
7078 8831 703
6118 5572 818
917 4269 847
7219 5395 644
5703 83 492
886 5812 96
7102 535 125
9017 7601 750
3408 7062 13
8276 882 403
2003 2106 745
1238 4535 83
7832 3519 308
7733 9667 192
8377 9142 404
2333 3219 684
5893 1342 947
2021 2911 963
945 7288 802
1839 2161 708
9718 7367 709
4088 5770 165
8339 7067 907
7928 5961 333
4607 6062 830
7141 9025 797
1626 9340 552
9775 6168 337
8324 276 819
7647 1513 556
2432 8316 463
2285 9427 332
9640 4337 444
134 5028 468
794 8588 762
1501 8232 161
8808 1251 112
5006 7220 594
54 9349 500
1973 1062 570
3427 4438 809
2270 4805 676
8019 598 429
1733 5328 180
3468 52 497
6236 8581 284
5378 7250 727
9726 78 818
147 943 436
3447 5542 398
139 7017 89
1348 5124 801
2239 2317 48
4630 5095 358
6946 3701 467
152 1381 228
5168 4900 601
7824 4495 510
6010 9896 467
7071 5690 465
9828 2614 977
3931 6859 559
7754 4740 463
9543 2767 388
3719 1471 95
6489 1769 727
223 3500 211
1404 3551 131
560 6684 630
6272 1205 402
273 8458 700
4246 7664 706
8521 2751 849
5753 1443 411
5594 1280 501
9430 7121 704
3086 6529 422
5900 4285 565
9187 8483 873
3120 1586 498
1737 6999 416
154 2543 941
9985 6949 674
2475 7412 335
2348 8073 640
1467 993 235
2911 4339 401
1335 1378 260
9552 6254 13
2329 1124 409
8685 271 558
7567 2431 577
1405 7836 650
716 8575 228
8984 4814 618
4864 2177 483
1866 2063 201
4216 9435 713
1115 164 58
9288 8846 643
3735 6472 431
7573 4750 217
9942 7583 910
1395 5301 816
5064 3609 119
5118 3428 984
6942 3153 145
194 736 993
3877 5950 122
4572 6740 587
9045 771 635
1949 1256 765
4815 8238 582
9396 113 801
3738 199 637
3627 7752 7
3460 2354 294
4750 9279 619
8803 6924 684
7663 5814 732
2118 5014 282
1655 7720 575
5753 2264 842
8485 4830 304
8343 4030 456
570 7374 465
8292 1073 128
1918 593 224
8761 3435 306
4331 9555 955
9768 2573 831
8537 8542 769
7926 7038 977
9092 8039 63
3711 5659 897
3619 2415 849
6475 2412 530
8740 4049 411
2056 2513 514
8145 1158 900
8153 5955 486
8469 177 301
5584 8488 388
5819 376 563
6733 1644 792
5949 2340 56
2431 4405 27
5931 3498 264
2415 5826 130
3000 7273 894
8582 8617 413
6119 1706 781
1498 4322 16
483 3747 958
3863 9436 606
8075 9953 190
9979 3924 553
7820 5471 895
308 2502 82
715 3191 52
4429 2233 346
9833 3240 86
252 318 99
3560 1223 796
6147 4982 508
9382 9992 381
7618 5303 317
8528 7988 128
2135 2816 153
5908 6177 349
7008 5719 727
123 3066 732
7810 4360 946
1102 4796 77
9131 7994 700
6212 6314 363
812 2457 60
2734 5665 963
408 8343 163
7077 4464 467
102 6560 44
4800 1031 164
367 5794 267
9399 5542 375
3365 8348 519
3781 1022 455
206 6482 106
5608 1790 300
3536 2118 110
7931 9354 239
1057 68 687
1437 1227 7
9325 595 953
7403 2258 448
9952 8592 397
7019 5168 925
8233 7080 346
9827 3802 241
168 3882 946
8369 2621 803
7398 9501 989
7893 573 628
2877 3036 945
2297 8070 471
8169 8086 478
7120 7837 610
6944 6562 188
6478 4213 470
179 5245 867
2958 1647 883
8093 854 797
7472 163 960
8063 1732 11
8799 8114 861
280 1278 118
2070 8194 849
1054 5051 254
9124 3712 298
3592 8163 871
5844 9566 842
